method_code,label
"private static void merge(NodeBuilder parent, PropertyState ours, PropertyState theirs) {
    Set<String> theirOrder = Sets.newHashSet(theirs.getValue(Type.STRINGS));
    PropertyBuilder<String> merged = PropertyBuilder.array(Type.STRING).assignFrom(theirs);
        for (String ourChild : ours.getValue(Type.STRINGS)) {
        if (!theirOrder.contains(ourChild)) {
            merged.addValue(ourChild);
        }
    }
        for (String child : merged.getValues()) {
        if (!parent.hasChildNode(child)) {
            merged.removeValue(child);
        }
    }
    parent.setProperty(merged.getPropertyState());
}",1
"@Override
public Options getOptions() {
    final Options o = new Options();
    forceOpt = new Option(""f"", ""force"", false, ""delete data even if start or end are not specified"");
    startRowOptExclusive = new Option(OptUtil.START_ROW_OPT, ""begin-row"", true, ""begin row (exclusive)"");
    startRowOptExclusive.setArgName(""begin-row"");
    o.addOption(startRowOptExclusive);
    o.addOption(OptUtil.endRowOpt());
    o.addOption(OptUtil.tableOpt(""table to delete a row range from""));
    o.addOption(forceOpt);
    return o;
}",1
"@Override
public int translate(final CharSequence input, final int index, final Writer out) throws IOException {
    int max = longest;
    if (index + longest > input.length()) {
        max = input.length() - index;
    }
        for (int i = max; i >= shortest; i--) {
        final CharSequence subSeq = input.subSequence(index, index + i);
        final CharSequence result = lookupMap.get(subSeq);
        if (result != null) {
            out.write(result.toString());
            return i;
        }
    }
    return 0;
}",1
"public int[] add(ReadablePartial partial, int fieldIndex, int[] values, int valueToAdd) {
        if (valueToAdd == 0) {
        return values;
    }
        if (DateTimeUtils.isContiguous(partial)) {
        long instant = 0L;
        for (int i = 0, isize = partial.size(); i < isize; i++) {
            instant = partial.getFieldType(i).getField(iChronology).set(instant, values[i]);
        }
        instant = add(instant, valueToAdd);
        return iChronology.get(partial, instant);
    } else {
        return super.add(partial, fieldIndex, values, valueToAdd);
    }
}",2
"private boolean canEvalPathRestrictions(IndexingRule rule) {
    if (filter.getPathRestriction() == Filter.PathRestriction.NO_RESTRICTION) {
        return false;
    }
        return definition.evaluatePathRestrictions() && rule.indexesAllNodesOfMatchingType();
}",1
"@SuppressWarnings(""unchecked"")
protected <OUT, IN1, IN2> TypeInformation<OUT> analyzePojo(Class<OUT> clazz, ArrayList<Type> typeHierarchy, ParameterizedType parameterizedType, TypeInformation<IN1> in1Type, TypeInformation<IN2> in2Type) {
        if (parameterizedType != null) {
        getTypeHierarchy(typeHierarchy, parameterizedType, Object.class);
    } else     if (typeHierarchy.size() <= 1) {
        getTypeHierarchy(typeHierarchy, clazz, Object.class);
    }
    List<Field> fields = getAllDeclaredFields(clazz);
    if (fields.size() == 0) {
        LOG.info(""No fields detected for class "" + clazz + "". Cannot be used as a PojoType. Will be handled as GenericType"");
        return new GenericTypeInfo<OUT>(clazz);
    }
    List<PojoField> pojoFields = new ArrayList<PojoField>();
    for (Field field : fields) {
        Type fieldType = field.getGenericType();
        if (!isValidPojoField(field, clazz, typeHierarchy)) {
            LOG.info(""Class "" + clazz + "" is not a valid POJO type"");
            return null;
        }
        try {
            ArrayList<Type> fieldTypeHierarchy = new ArrayList<Type>(typeHierarchy);
            fieldTypeHierarchy.add(fieldType);
            TypeInformation<?> ti = createTypeInfoWithTypeHierarchy(fieldTypeHierarchy, fieldType, in1Type, in2Type);
            pojoFields.add(new PojoField(field, ti));
        } catch (InvalidTypesException e) {
            Class<?> genericClass = Object.class;
            if (isClassType(fieldType)) {
                genericClass = typeToClass(fieldType);
            }
            pojoFields.add(new PojoField(field, new GenericTypeInfo<OUT>((Class<OUT>) genericClass)));
        }
    }
    CompositeType<OUT> pojoType = new PojoTypeInfo<OUT>(clazz, pojoFields);
                    List<Method> methods = getAllDeclaredMethods(clazz);
    for (Method method : methods) {
        if (method.getName().equals(""readObject"") || method.getName().equals(""writeObject"")) {
            LOG.info(""Class "" + clazz + "" contains custom serialization methods we do not call."");
            return null;
        }
    }
        try {
        clazz.getDeclaredConstructor();
    } catch (NoSuchMethodException e) {
        if (clazz.isInterface() || Modifier.isAbstract(clazz.getModifiers())) {
            LOG.info(""Class "" + clazz + "" is abstract or an interface, having a concrete "" + ""type can increase performance."");
        } else {
            LOG.info(""Class "" + clazz + "" must have a default constructor to be used as a POJO."");
            return null;
        }
    }
        return pojoType;
}",3
"protected static void doProcess(Processor processor, Exchange exchange) {
            Object stop = exchange.removeProperty(Exchange.ROUTE_STOP);
    Object failureHandled = exchange.removeProperty(Exchange.FAILURE_HANDLED);
    Object caught = exchange.removeProperty(Exchange.EXCEPTION_CAUGHT);
    Object errorhandlerHandled = exchange.removeProperty(Exchange.ERRORHANDLER_HANDLED);
    Exception cause = exchange.getException();
    exchange.setException(null);
    try {
        processor.process(exchange);
    } catch (Exception e) {
        exchange.setException(e);
    } finally {
                if (stop != null) {
            exchange.setProperty(Exchange.ROUTE_STOP, stop);
        }
        if (failureHandled != null) {
            exchange.setProperty(Exchange.FAILURE_HANDLED, failureHandled);
        }
        if (caught != null) {
            exchange.setProperty(Exchange.EXCEPTION_CAUGHT, caught);
        }
        if (errorhandlerHandled != null) {
            exchange.setProperty(Exchange.ERRORHANDLER_HANDLED, errorhandlerHandled);
        }
        if (cause != null) {
            exchange.setException(cause);
        }
    }
}",3
"private void findAliases(NodeTraversal t) {
    Scope scope = t.getScope();
    for (Var v : scope.getVarIterable()) {
        Node n = v.getNode();
        Node parent = n.getParent();
        boolean isVar = parent.isVar();
        if (isVar && n.getFirstChild() != null && n.getFirstChild().isQualifiedName()) {
            recordAlias(v);
        } else if (v.isBleedingFunction()) {
                        } else if (parent.getType() == Token.LP) {
                        } else if (isVar) {
            Node grandparent = parent.getParent();
            Node value = n.hasChildren() ? v.getInitialValue().detachFromParent() : null;
            Node varNode = parent;
            String name = n.getString();
            int nameCount = scopedAliasNames.count(name);
            scopedAliasNames.add(name);
            String globalName = ""$jscomp.scope."" + name + (nameCount == 0 ? """" : (""$"" + nameCount));
            compiler.ensureLibraryInjected(""base"");
                        if (value != null || v.getJSDocInfo() != null) {
                Node newDecl = NodeUtil.newQualifiedNameNodeDeclaration(compiler.getCodingConvention(), globalName, value, v.getJSDocInfo()).useSourceInfoIfMissingFromForTree(n);
                NodeUtil.setDebugInformation(newDecl.getFirstChild().getFirstChild(), n, name);
                grandparent.addChildBefore(newDecl, varNode);
            }
                        v.getNameNode().addChildToFront(NodeUtil.newQualifiedNameNode(compiler.getCodingConvention(), globalName, n, name));
            recordAlias(v);
        } else {
                        report(t, n, GOOG_SCOPE_NON_ALIAS_LOCAL, n.getString());
        }
    }
}",2
"@Override
public Iterator<String> iterator() {
    PathIterator it = new PathIterator(filter, indexName);
    if (values == null) {
        it.setPathContainsValue(true);
        it.enqueue(getChildNodeEntries(index).iterator());
    } else {
        for (String p : values) {
            NodeState property = index.getChildNode(p);
            if (property.exists()) {
                                it.enqueue(Iterators.singletonIterator(new MemoryChildNodeEntry("""", property)));
            }
        }
    }
    return it;
}",1
"private CompactionStats _majorCompact(MajorCompactionReason reason) throws IOException, CompactionCanceledException {
    boolean propogateDeletes;
    long t1, t2, t3;
        Map<String, Pair<Key, Key>> falks = null;
    if (reason == MajorCompactionReason.CHOP)
        falks = getFirstAndLastKeys(datafileManager.getDatafileSizes());
    Map<String, Long> filesToCompact;
    int maxFilesToCompact = acuTableConf.getCount(Property.TSERV_MAJC_THREAD_MAXOPEN);
    CompactionStats majCStats = new CompactionStats();
    synchronized (this) {
                        t1 = System.currentTimeMillis();
        majorCompactionWaitingToStart = true;
        tabletMemory.waitForMinC();
        t2 = System.currentTimeMillis();
        majorCompactionWaitingToStart = false;
        notifyAll();
        if (extent.equals(Constants.ROOT_TABLET_EXTENT)) {
                                                            cleanUpFiles(fs, fs.listStatus(this.location), this.location, false);
        }
                                CompactionTuple ret = getFilesToCompact(reason, falks);
        if (ret == null) {
                        return majCStats;
        }
        filesToCompact = ret.getFilesToCompact();
        if (!ret.getCompactAll()) {
                        propogateDeletes = true;
        } else {
            propogateDeletes = false;
        }
        t3 = System.currentTimeMillis();
        datafileManager.reserveMajorCompactingFiles(filesToCompact.keySet());
    }
    try {
        log.debug(String.format(""MajC initiate lock %.2f secs, wait %.2f secs"", (t3 - t2) / 1000.0, (t2 - t1) / 1000.0));
        Long compactionId = null;
        if (!propogateDeletes) {
                        compactionId = getCompactionID();
        }
                while (filesToCompact.size() > 0) {
            int numToCompact = maxFilesToCompact;
            if (filesToCompact.size() > maxFilesToCompact && filesToCompact.size() < 2 * maxFilesToCompact) {
                                numToCompact = filesToCompact.size() - maxFilesToCompact + 1;
            }
            Set<String> smallestFiles = removeSmallest(filesToCompact, numToCompact);
            String fileName = getNextMapFilename((filesToCompact.size() == 0 && !propogateDeletes) ? ""A"" : ""C"");
            String compactTmpName = fileName + ""_tmp"";
            Span span = Trace.start(""compactFiles"");
            try {
                CompactionEnv cenv = new CompactionEnv() {

                    @Override
                    public boolean isCompactionEnabled() {
                        return Tablet.this.isCompactionEnabled();
                    }

                    @Override
                    public IteratorScope getIteratorScope() {
                        return IteratorScope.majc;
                    }
                };
                HashMap<String, DataFileValue> copy = new HashMap<String, DataFileValue>(datafileManager.getDatafileSizes());
                if (!copy.keySet().containsAll(smallestFiles))
                    throw new IllegalStateException(""Cannot find data file values for "" + smallestFiles);
                copy.keySet().retainAll(smallestFiles);
                log.debug(""Starting MajC "" + extent + "" ("" + reason + "") "" + datafileManager.abs2rel(datafileManager.string2path(copy.keySet())) + "" --> "" + datafileManager.abs2rel(new Path(compactTmpName)));
                Compactor compactor = new                 Compactor(                conf,                 fs,                 copy,                 null,                 compactTmpName,                 filesToCompact.size() == 0 ? propogateDeletes : true,                 acuTableConf, extent, cenv);
                CompactionStats mcs = compactor.call();
                span.data(""files"", """" + smallestFiles.size());
                span.data(""read"", """" + mcs.getEntriesRead());
                span.data(""written"", """" + mcs.getEntriesWritten());
                majCStats.add(mcs);
                datafileManager.bringMajorCompactionOnline(smallestFiles, compactTmpName, fileName, filesToCompact.size() == 0 ? compactionId : null, new DataFileValue(mcs.getFileSize(), mcs.getEntriesWritten()));
                                if (filesToCompact.size() > 0 && mcs.getEntriesWritten() > 0) {
                    filesToCompact.put(fileName, mcs.getFileSize());
                }
            } finally {
                span.stop();
            }
        }
        return majCStats;
    } finally {
        synchronized (Tablet.this) {
            datafileManager.clearMajorCompactingFile();
        }
    }
}",1
"@Override
public void enterScope(NodeTraversal t) {
    Node declarationRoot = t.getScopeRoot();
    Renamer renamer;
    if (nameStack.isEmpty()) {
                        Preconditions.checkState(declarationRoot.getType() != Token.FUNCTION || !(rootRenamer instanceof ContextualRenamer));
        Preconditions.checkState(t.inGlobalScope());
        renamer = rootRenamer;
    } else {
        renamer = nameStack.peek().forChildScope();
    }
    if (declarationRoot.getType() == Token.FUNCTION) {
        for (Node c = declarationRoot.getFirstChild().getNext().getFirstChild(); c != null; c = c.getNext()) {
            String name = c.getString();
            renamer.addDeclaredName(name);
        }
        Node functionBody = declarationRoot.getLastChild();
        findDeclaredNames(functionBody, null, renamer);
    } else if (declarationRoot.getType() != Token.FUNCTION) {
                findDeclaredNames(declarationRoot, null, renamer);
    }
    nameStack.push(renamer);
}",3
"@Override
public void childNodeAdded(String name, NodeState after) {
    if (addedNodes.containsKey(after)) {
                return;
    }
    String p = PathUtils.concat(getCurrentPath(), name);
    if (p.startsWith(pathFilter)) {
        buff.tag('+').key(p).object();
        toJson(buff, after);
        buff.endObject().newline();
    }
}",1
"private boolean isInlinableObject(List<Reference> refs) {
    boolean ret = false;
    Set<String> validProperties = Sets.newHashSet();
    for (Reference ref : refs) {
        Node name = ref.getNode();
        Node parent = ref.getParent();
        Node gramps = ref.getGrandparent();
                if (parent.isGetProp()) {
            Preconditions.checkState(parent.getFirstChild() == name);
                        if (gramps.isCall() && gramps.getFirstChild() == parent) {
                return false;
            }
                                                                                                                                    String propName = parent.getLastChild().getString();
            if (!validProperties.contains(propName)) {
                if (NodeUtil.isVarOrSimpleAssignLhs(parent, gramps)) {
                    validProperties.add(propName);
                } else {
                    return false;
                }
            }
            continue;
        }
                if (!isVarOrAssignExprLhs(name)) {
            return false;
        }
        Node val = ref.getAssignedValue();
        if (val == null) {
                        continue;
        }
                if (!val.isObjectLit()) {
            return false;
        }
                for (Node child = val.getFirstChild(); child != null; child = child.getNext()) {
            if (child.isGetterDef() || child.isSetterDef()) {
                                return false;
            }
            validProperties.add(child.getString());
            Node childVal = child.getFirstChild();
                        for (Reference t : refs) {
                Node refNode = t.getParent();
                while (!NodeUtil.isStatementBlock(refNode)) {
                    if (refNode == childVal) {
                                                return false;
                    }
                    refNode = refNode.getParent();
                }
            }
        }
                                ret = true;
    }
    return ret;
}",1
"private void createOrUpdateNode(DocumentStore store, UpdateOp op) {
    Map<String, Object> map = store.createOrUpdate(Collection.NODES, op);
    if (baseRevision != null) {
        final AtomicReference<List<Revision>> collisions = new AtomicReference<List<Revision>>();
        Revision newestRev = mk.getNewestRevision(map, revision, new CollisionHandler() {

            @Override
            void uncommittedModification(Revision uncommitted) {
                if (collisions.get() == null) {
                    collisions.set(new ArrayList<Revision>());
                }
                collisions.get().add(uncommitted);
            }
        });
        String conflictMessage = null;
        if (newestRev == null) {
            if (op.isDelete || !op.isNew) {
                conflictMessage = ""The node "" + op.path + "" does not exist or is already deleted"";
            }
        } else {
            if (op.isNew) {
                conflictMessage = ""The node "" + op.path + "" was already added in revision\n"" + newestRev;
            } else if (mk.isRevisionNewer(newestRev, baseRevision) && (op.isDelete || isConflicting(map, op))) {
                conflictMessage = ""The node "" + op.path + "" was changed in revision\n"" + newestRev + "", which was applied after the base revision\n"" + baseRevision;
            }
        }
        if (conflictMessage != null) {
            conflictMessage += "", before\n"" + revision + ""; document:\n"" + map.toString().replaceAll("", _"", "",\n_"").replaceAll(""}, "", ""},\n"") + "",\nrevision order:\n"" + mk.getRevisionComparator();
            throw new MicroKernelException(conflictMessage);
        }
                if (collisions.get() != null && isConflicting(map, op)) {
            for (Revision r : collisions.get()) {
                                Collision c = new Collision(map, r, op, revision);
                boolean success = c.mark(store);
                if (!success) {
                                }
            }
        }
    }
    int size = Utils.estimateMemoryUsage(map);
    if (size > MAX_DOCUMENT_SIZE) {
        UpdateOp[] split = splitDocument(map);
                                UpdateOp old = split[0];
        if (old != null) {
            store.createOrUpdate(Collection.NODES, old);
        }
                UpdateOp main = split[1];
        if (main != null) {
            store.createOrUpdate(Collection.NODES, main);
        }
    }
}",3
"public double getConditionNumber() {
    return singularValues[0] / singularValues[singularValues.length - 1];
}",0
"public final boolean contains(final Component component, final boolean recurse) {
    if (component == null) {
        throw new IllegalArgumentException(""argument component may not be null"");
    }
    if (recurse) {
                for (Component current = component; current != null; ) {
                        final MarkupContainer parent = current.getParent();
                        if (parent == this) {
                                return true;
            }
                        current = parent;
        }
                return false;
    } else {
                return component.getParent() == this;
    }
}",1
"protected Object functionRound(EvalContext context) {
    assertArgCount(1);
    double v = InfoSetUtil.doubleValue(getArg1().computeValue(context));
    return new Double(Math.round(v));
}",1
"List<TabletMigration> move(ServerCounts tooMuch, ServerCounts tooLittle, int count, Map<String, Map<KeyExtent, TabletStats>> donerTabletStats) {
    List<TabletMigration> result = new ArrayList<TabletMigration>();
    if (count == 0)
        return result;
        Map<String, Integer> tooMuchMap = tabletCountsPerTable(tooMuch.status);
    Map<String, Integer> tooLittleMap = tabletCountsPerTable(tooLittle.status);
    for (int i = 0; i < count; i++) {
        String table;
        Integer tooLittleCount;
        if (tableToBalance == null) {
                                    int biggestDifference = 0;
            String biggestDifferenceTable = null;
            for (Entry<String, Integer> tableEntry : tooMuchMap.entrySet()) {
                String tableID = tableEntry.getKey();
                if (tooLittleMap.get(tableID) == null)
                    tooLittleMap.put(tableID, 0);
                int diff = tableEntry.getValue() - tooLittleMap.get(tableID);
                if (diff > biggestDifference) {
                    biggestDifference = diff;
                    biggestDifferenceTable = tableID;
                }
            }
            if (biggestDifference < 2) {
                table = busiest(tooMuch.status.tableMap);
            } else {
                table = biggestDifferenceTable;
            }
        } else {
                        table = tableToBalance;
        }
        Map<KeyExtent, TabletStats> onlineTabletsForTable = donerTabletStats.get(table);
        try {
            if (onlineTabletsForTable == null) {
                onlineTabletsForTable = new HashMap<KeyExtent, TabletStats>();
                for (TabletStats stat : getOnlineTabletsForTable(tooMuch.server, table)) onlineTabletsForTable.put(new KeyExtent(stat.extent), stat);
                donerTabletStats.put(table, onlineTabletsForTable);
            }
        } catch (Exception ex) {
            log.error(""Unable to select a tablet to move"", ex);
            return result;
        }
        KeyExtent extent = selectTablet(tooMuch.server, onlineTabletsForTable);
        onlineTabletsForTable.remove(extent);
        if (extent == null)
            return result;
        tooMuchMap.put(table, tooMuchMap.get(table) - 1);
        /**
         * If a table grows from 1 tablet then tooLittleMap.get(table) can return a null, since there is only one tabletserver that holds all of the tablets. Here
         * we check to see if in fact that is the case and if so set the value to 0.
         */
        tooLittleCount = tooLittleMap.get(table);
        if (tooLittleCount == null) {
            tooLittleCount = 0;
        }
        tooLittleMap.put(table, tooLittleCount + 1);
        result.add(new TabletMigration(extent, tooMuch.server, tooLittle.server));
    }
    return result;
}",1
"public static boolean testNode(NodePointer pointer, Object node, NodeTest test) {
    if (test == null) {
        return true;
    } else if (test instanceof NodeNameTest) {
        if (!(node instanceof Element)) {
            return false;
        }
        NodeNameTest nodeNameTest = (NodeNameTest) test;
        QName testName = nodeNameTest.getNodeName();
        String namespaceURI = nodeNameTest.getNamespaceURI();
        boolean wildcard = nodeNameTest.isWildcard();
        String testPrefix = testName.getPrefix();
        if (wildcard && testPrefix == null) {
            return true;
        }
        if (wildcard || testName.getName().equals(JDOMNodePointer.getLocalName(node))) {
            String nodeNS = JDOMNodePointer.getNamespaceURI(node);
            return equalStrings(namespaceURI, nodeNS);
        }
    } else if (test instanceof NodeTypeTest) {
        switch(((NodeTypeTest) test).getNodeType()) {
            case Compiler.NODE_TYPE_NODE:
                return node instanceof Element;
            case Compiler.NODE_TYPE_TEXT:
                return (node instanceof Text) || (node instanceof CDATA);
            case Compiler.NODE_TYPE_COMMENT:
                return node instanceof Comment;
            case Compiler.NODE_TYPE_PI:
                return node instanceof ProcessingInstruction;
        }
        return false;
    } else if (test instanceof ProcessingInstructionTest) {
        if (node instanceof ProcessingInstruction) {
            String testPI = ((ProcessingInstructionTest) test).getTarget();
            String nodePI = ((ProcessingInstruction) node).getTarget();
            return testPI.equals(nodePI);
        }
    }
    return false;
}",1
"@Override
protected void renderChildHeaders(final HtmlHeaderContainer headerContainer, final Component rootComponent) {
    Args.notNull(headerContainer, ""headerContainer"");
    Args.notNull(rootComponent, ""rootComponent"");
    if (rootComponent instanceof MarkupContainer) {
        new DeepChildFirstVisitor() {

            @Override
            public void component(final Component component, final IVisit<Void> visit) {
                component.renderHead(headerContainer);
            }

            @Override
            public boolean preCheck(Component component) {
                return component.isVisibleInHierarchy();
            }
        }.visit(rootComponent);
    }
}",1
"private boolean isBetween(double value, double boundary1, double boundary2) {
    return (value >= boundary1 && value <= boundary2) || (value >= boundary2 && value <= boundary1);
}",1
"protected DequeueTagAction canDequeueTag(ComponentTag tag) {
    if (tag instanceof WicketTag) {
        WicketTag wicketTag = (WicketTag) tag;
        if (wicketTag.isContainerTag()) {
            return DequeueTagAction.DEQUEUE;
        } else if (wicketTag.getAutoComponentFactory() != null) {
            return DequeueTagAction.DEQUEUE;
        } else if (wicketTag.isFragmentTag()) {
            return DequeueTagAction.SKIP;
        } else {
                        return null;
        }
    }
    return DequeueTagAction.DEQUEUE;
}",1
"private static Term[] extractMatchingTokens(IndexReader reader, String token) {
    if (reader == null) {
                return null;
    }
    try {
        List<Term> terms = new ArrayList<Term>();
        Terms t = MultiFields.getTerms(reader, FieldNames.FULLTEXT);
        Automaton a = WildcardQuery.toAutomaton(newFulltextTerm(token));
        CompiledAutomaton ca = new CompiledAutomaton(a);
        TermsEnum te = ca.getTermsEnum(t);
        BytesRef text;
        while ((text = te.next()) != null) {
            terms.add(newFulltextTerm(text.utf8ToString()));
        }
        return terms.toArray(new Term[terms.size()]);
    } catch (IOException e) {
        LOG.error(""Building fulltext query failed"", e.getMessage());
        return null;
    }
}",1
"protected static LRUCache<String, PollingConsumer> createLRUCache(int cacheSize) {
        return new LRUSoftCache<String, PollingConsumer>(cacheSize);
}",1
"@Override
public void process(Node externs, Node root) {
    new NodeTraversal(compiler, new NormalizeStatements(compiler, assertOnChange)).traverse(root);
    if (MAKE_LOCAL_NAMES_UNIQUE) {
        MakeDeclaredNamesUnique renamer = new MakeDeclaredNamesUnique();
        NodeTraversal t = new NodeTraversal(compiler, renamer);
        t.traverseRoots(externs, root);
    }
                                                            removeDuplicateDeclarations(externs, root);
    new PropagateConstantAnnotationsOverVars(compiler, assertOnChange).process(externs, root);
    if (!compiler.getLifeCycleStage().isNormalized()) {
        compiler.setLifeCycleStage(LifeCycleStage.NORMALIZED);
    }
}",1
"public int getGcGen() {
    return getGcGen(data);
}",1
"public Object clone() throws CloneNotSupportedException {
    Object clone = createCopy(0, getItemCount() - 1);
    return clone;
}",2
"public void restart() {
    try {
        synchronized (progressLock) {
            if (state != JobStatus.RESTARTING) {
                throw new IllegalStateException(""Can only restart job from state restarting."");
            }
            if (scheduler == null) {
                throw new IllegalStateException(""The execution graph has not been scheduled before - scheduler is null."");
            }
            this.currentExecutions.clear();
            for (ExecutionJobVertex jv : this.verticesInCreationOrder) {
                jv.resetForNewExecution();
            }
            for (int i = 0; i < stateTimestamps.length; i++) {
                stateTimestamps[i] = 0;
            }
            numFinishedJobVertices = 0;
            transitionState(JobStatus.RESTARTING, JobStatus.CREATED);
                        if (checkpointCoordinator != null) {
                checkpointCoordinator.restoreLatestCheckpointedState(getAllVertices(), false, false);
            }
        }
        scheduleForExecution(scheduler);
    } catch (Throwable t) {
        fail(t);
    }
}",0
"protected boolean processRequestCycle(RequestCycle requestCycle, WebResponse webResponse, HttpServletRequest httpServletRequest, HttpServletResponse httpServletResponse, final FilterChain chain) throws IOException, ServletException {
        boolean res = true;
    if (!requestCycle.processRequestAndDetach()) {
        if (chain != null) {
            chain.doFilter(httpServletRequest, httpServletResponse);
        }
        res = false;
    } else {
        webResponse.flush();
    }
    return res;
}",1
"public final int getCurrentPage() {
        while ((currentPage * rowsPerPage) >= getList().size()) {
        currentPage--;
    }
    return currentPage;
}",1
"public final char toChar(final char defaultValue) {
    if (text != null) {
        try {
            return toChar();
        } catch (StringValueConversionException x) {
            if (LOG.isDebugEnabled()) {
                LOG.debug(String.format(""An error occurred while converting '%s' to a character: %s"", text, x.getMessage()), x);
            }
        }
    }
    return defaultValue;
}",3
"@Override
public IteratorSetting getIteratorSetting(String tableName, String name, IteratorScope scope) throws AccumuloSecurityException, AccumuloException, TableNotFoundException {
    int priority = -1;
    String classname = null;
    Map<String, String> settings = new HashMap<String, String>();
    String root = String.format(""%s%s.%s"", Property.TABLE_ITERATOR_PREFIX, scope.name().toLowerCase(), name);
    String opt = root + "".opt."";
    for (Entry<String, String> property : this.getProperties(tableName)) {
        if (property.getKey().equals(root)) {
            String[] parts = property.getValue().split("","");
            if (parts.length != 2) {
                throw new AccumuloException(""Bad value for iterator setting: "" + property.getValue());
            }
            priority = Integer.parseInt(parts[0]);
            classname = parts[1];
        } else if (property.getKey().startsWith(opt)) {
            settings.put(property.getKey().substring(opt.length()), property.getValue());
        }
    }
    if (priority <= 0 || classname == null) {
        return null;
    }
    return new IteratorSetting(priority, name, classname, EnumSet.of(scope), settings);
}",1
"public Object computeValue(EvalContext context) {
    return equal(context, args[0], args[1]) ? Boolean.TRUE : Boolean.FALSE;
}",1
"private void assembleReportingInheritance(Model child, Model parent) {
        Reporting childReporting = child.getReporting();
    Reporting parentReporting = parent.getReporting();
    if (parentReporting != null) {
        if (childReporting == null) {
            childReporting = new Reporting();
            child.setReporting(childReporting);
        }
        if (StringUtils.isEmpty(childReporting.getOutputDirectory())) {
            childReporting.setOutputDirectory(parentReporting.getOutputDirectory());
        }
        ModelUtils.mergeReportPluginLists(childReporting, parentReporting, true);
    }
}",1
"public static void copyResults(Exchange result, Exchange source) {
    if (result != source) {
        result.setException(source.getException());
        if (source.hasOut()) {
            result.getOut().copyFrom(source.getOut());
        } else if (result.getPattern() == ExchangePattern.InOptionalOut) {
                                    result.setOut(null);
        } else {
                        if (result.getPattern().isOutCapable()) {
                                result.getOut().copyFrom(source.getIn());
            } else {
                                result.getIn().copyFrom(source.getIn());
            }
        }
        if (source.hasProperties()) {
            result.getProperties().putAll(source.getProperties());
        }
    }
}",3
"@Override
public void offline(String tableName) throws AccumuloSecurityException, AccumuloException {
}",1
"private FlowScope traverseObjectLiteral(Node n, FlowScope scope) {
    JSType type = n.getJSType();
    Preconditions.checkNotNull(type);
    for (Node name = n.getFirstChild(); name != null; name = name.getNext()) {
        scope = traverse(name.getFirstChild(), scope);
    }
                ObjectType objectType = ObjectType.cast(type);
    if (objectType == null) {
        return scope;
    }
    boolean hasLendsName = n.getJSDocInfo() != null && n.getJSDocInfo().getLendsName() != null;
    if (objectType.hasReferenceName() && !hasLendsName) {
        return scope;
    }
    String qObjName = NodeUtil.getBestLValueName(NodeUtil.getBestLValue(n));
    for (Node name = n.getFirstChild(); name != null; name = name.getNext()) {
        String memberName = NodeUtil.getObjectLitKeyName(name);
        if (memberName != null) {
            JSType rawValueType = name.getFirstChild().getJSType();
            JSType valueType = NodeUtil.getObjectLitKeyTypeFromValueType(name, rawValueType);
            if (valueType == null) {
                valueType = unknownType;
            }
            objectType.defineInferredProperty(memberName, valueType, name);
                        if (qObjName != null && name.isStringKey()) {
                String qKeyName = qObjName + ""."" + memberName;
                Var var = syntacticScope.getVar(qKeyName);
                JSType oldType = var == null ? null : var.getType();
                if (var != null && var.isTypeInferred()) {
                    var.setType(oldType == null ? valueType : oldType.getLeastSupertype(oldType));
                }
                scope.inferQualifiedSlot(name, qKeyName, oldType == null ? unknownType : oldType, valueType);
            }
        } else {
            n.setJSType(unknownType);
        }
    }
    return scope;
}",2
"@Override
protected void setupIterators(JobConf job, Scanner scanner, String tableName, org.apache.accumulo.core.client.mapred.RangeInputSplit split) {
    List<IteratorSetting> iterators = null;
    if (null == split) {
        iterators = getIterators(job);
    } else {
        iterators = split.getIterators();
    }
    setupIterators(iterators, scanner);
}",0
"private void invokeResponseFilters(final StringResponse contentResponse) {
    AppendingStringBuffer responseBuffer = new AppendingStringBuffer(contentResponse.getBuffer());
    List<IResponseFilter> responseFilters = Application.get().getRequestCycleSettings().getResponseFilters();
    if (responseFilters != null) {
        for (IResponseFilter filter : responseFilters) {
            filter.filter(responseBuffer);
        }
    }
}",1
"@Override
public String toString() {
    StringBuilder sb = new StringBuilder(super.toString());
    sb.append("":attached="").append(attached).append("":tempModelObject=["").append(this.transientModelObject).append(""]"");
    return sb.toString();
}",1
"@Override
public InputSplit getNextInputSplit() {
    try {
        final Future<Object> response = Patterns.ask(jobManager, new JobManagerMessages.RequestNextInputSplit(jobId, vertexId, executionID), timeout);
        final Object result = Await.result(response, timeout.duration());
        if (result == null) {
            return null;
        }
        if (!(result instanceof JobManagerMessages.NextInputSplit)) {
            throw new RuntimeException(""RequestNextInputSplit requires a response of type "" + ""NextInputSplit. Instead response is of type "" + result.getClass() + ""."");
        } else {
            final JobManagerMessages.NextInputSplit nextInputSplit = (JobManagerMessages.NextInputSplit) result;
            byte[] serializedData = nextInputSplit.splitData();
            Object deserialized = InstantiationUtil.deserializeObject(serializedData, usercodeClassLoader);
            return (InputSplit) deserialized;
        }
    } catch (Exception e) {
        throw new RuntimeException(""Requesting the next InputSplit failed."", e);
    }
}",1
